idcontrato,tipoContrato,tipoprocedimento,objectoContrato,adjudicante,adjudicatarios,dataPublicacao,dataCelebracaoContrato,precoContratual,cpv,prazoExecucao,localExecucao,fundamentacao,ProcedimentoCentralizado,DescrAcordoQuadro
10538440,3,2,Fornecimento de Gás Butano a Granel ,971,4317,2024-02-02,2024-02-02,8088.0,85,366,117.0,29.0,Não,
10538446,1,1,Aquisição de serviços de paginação (Lote 1),84,4319,2024-02-02,2024-01-30,7500.0,46,365,23.0,32.0,Não,
10538449,3,2,Aquisição de uma bomba elevatória para águas residuais (Proc. Ref.ª AD SER 001/JAN/2024),1399,4320,2024-02-02,2024-01-31,8565.6,46,45,35.0,34.0,Não,
10538520,3,2,VÁRIOS MEDICAMENTOS,908,4321,2024-02-02,2024-01-09,18184.08,57,12,53.0,40.0,Não,
10538535,3,1,Aquisição de Legumes Frescos,55,4322,2024-02-02,2024-01-10,44846.0,50,357,256.0,42.0,Não,
10538548,1,5,PRC_0003/2024_RHU 2.º Contrato Optativo do PRC_0067/2023_RHU Aquisição de serviços de trabalho temporário - Alta,42,4325,2024-02-02,2024-02-02,370480.53,404,366,,47.0,Não,239.0
10538585,3,2,"AQUISIÇÃO DE GÁS PROPANO, EM REGIME DE FORNECIMENTO CONTÍNUO, PARA O PAVILHÃO DESPORTIVO DA EB 2,3 DE SÃO ROMÃO DO CORONADO",705,4336,2024-02-02,2024-02-02,6900.0,46,366,112.0,49.0,Não,
10538586,3,2,Aquisição de Carrinhos de Compras de 130 LTS. para o Mercado Municipal de Portimão,201,4337,2024-02-02,2024-01-31,9680.0,405,56,256.0,53.0,Não,
10538629,1,2,J0/3943/2023 - REPARAÇÃO DE INSTRUMENTOS CIRURGICOS,443,4339,2024-02-02,2024-01-26,146.3,61,90,10.0,54.0,Não,
10538635,4,3,CP 2468/22 - Licenciamento com upgrades e suporte para o sistema de virtualização VMWARE,587,4341,2024-02-02,2024-01-08,27862.25,57,366,26.0,56.0,Não,
10538638,3,3,"CP 003/2024 - Aquisição de refeições vegan/vegetarianas e quiches prontas a consumir, por lotes",1052,4342,2024-02-02,2024-02-01,74809.0,1903,335,115.0,61.0,Não,
10538653,4,3,Locação de bens móveis em regime de aluguer operacional de veículos (AOV) e respetivos serviços associados.,791,4343,2024-02-02,2024-01-11,859780.3,456,1460,138.0,70.0,Não,
10538660,1,4,Aquisição de serviço de viagens e alojamento – Plataforma SIAV,1270,4348,2024-02-02,2024-01-18,232.01,643,366,23.0,74.0,Não,60.0
10538661,3,3,RTP CP 66/2023-MC AQUISIÇÃO DE EQUIPAMENTO DE PROCESSAMENTO DE SINAIS OPENGEAR,54,4358,2024-02-02,2024-01-23,98054.8,1065,20,23.0,80.0,Não,
10538670,3,2,DM CLINICO - TUBO ENDOTRAQUEAL PLASTICO COM ORIFICIO MURPHY E CUFF,207,4359,2024-02-02,2024-02-02,1890.0,1996,90,15.0,91.0,Não,
10538722,3,2,20240006 - reagentes para biologia molecular,84,4364,2024-02-02,2024-02-01,5715.0,18,194,23.0,21.0,Não,
10538738,3,3,"Concurso Público n.º 58/2023/DICP - Aquisição, por lotes, de material elétrico, na modalidade de fornecimento contínuo",1399,4366,2024-02-02,2024-02-02,7766.13,995,730,10.0,23.0,Não,
10538761,3,3,Aquisição de Balões - Neurorradiologia,437,4368,2024-02-02,2024-01-04,85500.0,230,366,68.0,24.0,Não,
10538773,3,1,231C000088 - CAMPYLOBACTER SISTEMA MICROAEROFILIA P/A JARRAS,1154,4370,2024-02-02,2024-02-02,450.71,325,333,23.0,25.0,Não,
10538813,1,2,AJUSTE DIRETO (REGIME GERAL) PARA A CONTRATAÇÃO DA PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA TECNICA PARA A REALIZAÇÃO DE EVENTOS NEUTROS EM CARBONO,791,4371,2024-02-02,2024-02-02,18720.0,52,731,35.0,27.0,Não,
10538837,3,3,Aquisição de Fios Guia - Neurorradiologia,84,4375,2024-02-02,2024-01-04,42811.4,24,366,68.0,41.0,Não,
10538849,1,1,Contrato de manutenção e consumíveis impressoras multifuncionais-2024,1399,4383,2024-02-02,2024-01-31,34981.99,156,366,,44.0,Não,
10538882,1,1,"BS000224 - Prestação de serviços de assessoria técnica nas áreas de revisão de projetos na área da mobilidade, na modalidade de contrato de avença",791,4387,2024-02-02,2024-02-01,48000.0,557,731,99.0,52.0,Não,
10538902,1,1,"Aquisição de serviços de recolha, execução e fornecimento de análises de controlo de inspeção da água dos sistemas de abastecimento públicos",915,4394,2024-02-02,2024-01-31,20249.5,123,366,198.0,57.0,Não,
10538971,3,3,"Eleições - Aquisição, Manutenção e Suporte de Licenciamento Software Oracle e RHEL (Red Hat Enterprise Linux)",84,4397,2024-02-02,2024-02-02,317255.0,349,335,23.0,60.0,Não,
10538978,2,1,Construção da Ponte Passadiços de Vizela,1399,4398,2024-02-02,2024-02-02,74831.5,185,45,196.0,63.0,Não,
10539010,1,2,AD.ABS.2024.001 - Aquisição de serviços para desempenho de funções de assistente técnica,272,4400,2024-02-02,2024-01-31,10200.0,19,365,57.0,68.0,Não,
10539024,3,2,Aquisição de Oseltamivir 75 mg Cáps,791,4403,2024-02-02,2024-01-08,1912.0,669,5,31.0,69.0,Não,
10539057,1,1,"Aquisição de serviços de recolha, transporte e tratamento de resíduos no LNEC, I.P. durante o ano 2024",492,4404,2024-02-02,2024-02-02,16093.0,57,334,23.0,84.0,Não,
10539066,1,2,Impressão de publicidade dos eventos da Junta de Freguesia de Corroios,437,4409,2024-02-02,2024-01-31,2850.0,300,334,108.0,1.0,Não,
10539085,1,1,Aquisição de Serviços para Manutenção Anual dos Sistemas de AVAC da EB2/3 e Secundária de Paredes de Coura (ano 2024),162,4420,2024-02-02,2024-01-26,5280.0,268,366,275.0,2.0,Não,
10539088,2,1,Empreitada para trabalhos de eletricidade e rede estruturada na UG do HSFX,1631,4424,2024-02-02,2024-01-30,27151.03,2192,10,23.0,5.0,Não,
10539116,1,2,Impressão de publicidade dos eventos culturais e desportivos da Junta de Freguesia de Corroios,184,4426,2024-02-02,2024-01-31,7000.0,53,334,108.0,8.0,Não,
10539130,3,1,Aquisição de Betuminoso p/ Rua Manuel Dias Nunes,126,4434,2024-02-02,2024-01-24,18000.0,701,2,350.0,9.0,Não,
10539142,1,1,Serviços de Encarregado de Proteção de Dados                                                                      ,162,4438,2024-02-02,2024-01-31,64800.0,2123,1096,,10.0,Não,
10539158,1,2,Serviços de manutenção de módulos audiovisuais e multimédia - Galeria da Biodiversidade,1631,4446,2024-02-02,2024-02-02,19800.0,563,1096,26.0,11.0,Não,
10539162,1,2,Aquisição de serviços de Streaming - Reuniões de Câmara,95,4448,2024-02-02,2024-01-31,19950.0,25,366,55.0,16.0,Não,
10539202,3,1,"Aquisição, por lotes, de consumíveis e material didático para os laboratórios de Eletrónica, Eletricidade, Informática e Oficina de Mecânica da Escola Profissional de Trancoso",161,4449,2024-02-02,2024-01-05,12831.26,137,366,172.0,22.0,Não,
10539206,3,2,Aquisição de mobiliário para equipar o espaço de trabalho do Laboratório - 5G Open Innovation Lab (5GOIL),48,4453,2024-02-02,2024-02-01,13299.03,477,30,10.0,28.0,Não,
10539232,1,1,SEGURO RESPONSABILIDADE CIVIL - INSTALAÇÕES DESPORTIVAS,1149,4459,2024-02-02,2024-02-01,250.0,2249,90,30.0,29.0,Não,
10539254,3,2,"Aquisição de taças, troféus, lembranças, entre outros",1149,4460,2024-02-02,2024-01-31,2500.0,862,334,108.0,32.0,Não,
10539258,2,1, Preparação E execução e Fornecimento de Vedação em Madeira para ecopontos na nova feira dos 13,352,4467,2024-02-02,2024-02-02,4716.98,461,30,10.0,34.0,Não,
10539266,1,2,Aquisição de serviços no âmbito do projeto Avaliação da Política de Justiça Intergeracional,1611,4475,2024-02-02,2024-01-30,8000.0,125,243,99.0,40.0,Não,
10539330,3,2,Fornecimento de Sistema Fotovoltaico Autoconsumo,1612,4481,2024-02-02,2024-01-19,19950.0,188,10,223.0,42.0,Não,
10539397,1,2,Aquisição de serviços de engenharia de concepção de soluções mecânicas para ARL,1152,4482,2024-02-02,2024-01-29,19500.0,305,366,49.0,47.0,Não,
10539402,3,3,Aquisição de Material para Trombectomia - Neurorradiologia,248,4483,2024-02-02,2024-01-08,365000.0,1904,366,68.0,49.0,Não,
10539413,3,3,"Aquisição de lubrificantes para viaturas ligeiras, pesadas e máquinas",1152,4485,2024-02-02,2024-01-18,24390.24,50,365,108.0,53.0,Não,
10539418,3,1,"Lote 1 - Produtos de Limpeza, Higiene, Conservação e Ambiente",21,4490,2024-02-02,2024-01-26,18973.06,20,12,274.0,54.0,Não,
10539419,1,2,"Prestação de Serviços de Advocacia,  Assessoria e Informação Jurídica, em Regime de Avença",35,4491,2024-02-02,2024-01-31,19900.0,1905,10,274.0,56.0,Não,
10539445,1,2,Serviços juridicos de patrocinio judiciário,530,4492,2024-02-02,2024-02-02,4216.0,20,5,23.0,61.0,Não,
10539446,1,3,Aquisição de serviços para elaboração do projeto do futuro Centro para a Inovação e Qualificação em Saúde Sustentável,460,4495,2024-02-02,2024-01-29,265000.0,20,1096,575.0,70.0,Não,
10539452,3,3,Aquisição de material para os centros de processamento de dados da SPMS - Pilar 1 - Reforma e modernização da rede de dados da saúde (PRR) - Lote 2 - aquisição de passivos para fibras,200,4499,2024-02-02,2024-01-16,44896.95,515,347,75.0,74.0,Não,
10539570,3,2,CAIXA PLASTICA RETANGULAR MINI 130X95X63MM (REF.376),115,4505,2024-02-05,2024-02-01,437.4,1135,90,15.0,80.0,Não,
10539572,3,2,TROCADOR (CANULA P/TROCA DE TET PEDIATRICO) 11FRX83CMX2.3MM ,19,4506,2024-02-05,2024-02-01,333.9,68,90,15.0,91.0,Não,
10539576,1,2,ACESSO À BASE DE DADOS B-ON (PC.01604.2023),418,4507,2024-02-05,2024-02-01,31365.0,20,366,15.0,4.0,Não,
10539587,3,3,PN/39/2024: CATETERES PARA O BOC,761,4511,2024-02-05,2024-01-09,31570.0,92,731,23.0,6.0,Não,
10539620,1,1,Aquisição de Serviços de transporte,50,4512,2024-02-05,2024-01-03,21811.5,1115,365,161.0,7.0,Não,
10539644,3,3,A1/3123/2023 - Medicamentos Diversos,337,4514,2024-02-05,2024-01-23,202.8,439,366,10.0,15.0,Não,
10539645,3,4,"Pensos, Adesivos e outro Material para Penso na área da Saúde",161,4518,2024-02-05,2024-02-01,1600.5,86,366,23.0,31.0,Não,115.0
10539655,1,2,Aquisição de prestação de serviços na área da BIR da Junta de Freguesia de Avenidas Novas,161,4523,2024-02-05,2024-02-01,9040.13,241,335,23.0,33.0,Não,
10539658,3,4,"Pensos, Adesivos e outro Material para Penso na área da Saúde",51,4525,2024-02-05,2024-02-01,184.65,2060,366,23.0,35.0,Não,115.0
10539664,3,3,A1/3123/2023 - Medicamentos Diversos,762,4527,2024-02-05,2024-01-23,413.66,2185,366,10.0,37.0,Não,
10539675,1,4,Aquisição de serviço de viagens e alojamento – Plataforma SIAV,742,4533,2024-02-05,2024-01-19,424.02,497,366,23.0,38.0,Não,60.0
10539684,3,1,Bleomicina 15000 U.I. Pó sol inj Fr IA IM IPleural IV SC ITumoral,696,4538,2024-02-05,2024-01-25,625.46,34,5,31.0,48.0,Não,
10539695,2,1,Empreitada de colocação de telhado sandwich no Pavilhão Multiusos,1135,4539,2024-02-05,2024-01-31,69750.0,1285,45,108.0,51.0,Não,
10539706,3,2,Aquisição de Medicamentos Exclusivos ALCON Portugal para o ano de 2024,349,4541,2024-02-05,2024-02-02,46900.0,1906,360,21.0,72.0,Não,
10539730,3,3,CP 02-2024 Aquisição de perneiras de compressão,217,4542,2024-02-05,2024-01-08,64175.0,224,1096,11.0,73.0,Não,
10539749,1,5, Aquisição de comunicações fixas ,19,4544,2024-02-05,2024-01-17,15000.0,1588,165,303.0,77.0,Não,195.0
10539754,1,3,Concurso Público n.º 121/2023/DICP - Aquisição de serviços técnicos especializados em sistemas e tecnologias de informação,755,4545,2024-02-05,2024-02-02,100800.0,181,731,10.0,78.0,Não,
10539781,1,2,Aquisição de serviços na área da arquitetura para recuperação de passivo no âmbito do património municipal,308,4546,2024-02-05,2024-01-15,19812.21,437,330,23.0,88.0,Não,
10539795,1,2,"Aquisição de serviços de apresentação de concerto de LINA_ representada por UGURU MÚSICA LDA, no âmbito da atividade Ciclo Mundos da Fundação Inatel ",39,4554,2024-02-05,2024-01-29,6000.0,1615,1,23.0,89.0,Não,
10539796,3,5,"PROC-SD-5/2022 - Ajuste Direto ao Abrigo de Acordo Quadro para Aquisição de material Mecânico, Hidráulico, instrumentação laboratorial, etc. - LOTE II",108,4555,2024-02-05,2024-01-30,778.8,1736,7,21.0,4.0,Não,116.0
10539798,1,2,"Ajuste Direto n.º 03/24 - Prestação de serviços técnicos no âmbito da implementação de projetos educativos na área do Mindfulness, pelo período de 6 meses",21,4557,2024-02-05,2024-01-30,8000.1,20,182,51.0,6.0,Não,
10539831,3,1,CP4_AEDC_2024_PeixeCongelados,35,4559,2024-02-05,2024-02-02,34561.73,1907,230,11.0,7.0,Não,
10539833,1,2,"CONTRATAÇÃO DOS ESPETÁCULOS SOLDADINHOS DE NATAL, MIMO’S DIXIE BAND, Inconstantes Desequilíbrios E O QUÊ?, A APRESENTAR NO ÂMBITO DA PROGRAMAÇÃO BOAS FESTAS EM AVEIRO 2024 E CULTURA PERTO DE SI",530,4562,2024-02-05,2024-01-24,7195.0,92,20,118.0,15.0,Não,
10539835,3,2,VÁRIOS MEDICAMENTOS,486,4568,2024-02-05,2024-01-22,9091.01,92,12,53.0,31.0,Não,
10539845,1,2,Aquisição de Serviços de Gestão de Resíduos Urbanos do Município de Mira ,889,4569,2024-02-05,2024-02-02,55650.0,95,60,180.0,33.0,Não,
10539847,1,2,"Serviços de enfermagem na UTC1 do HSEIT, EPER",427,4575,2024-02-05,2024-01-29,74999.99,918,366,251.0,35.0,Não,
10539856,1,2,"Prestação de serviços, em regime de avença, de assessoria na área Política, para apoio técnico à atividade do Grupo Municipal do CDS-PP da AML",1273,4582,2024-02-05,2024-02-02,31500.0,20,639,23.0,37.0,Não,
10539860,3,1,Aquisição de bens alimentares para os Bufetes,372,4588,2024-02-05,2024-02-02,650.0,295,366,27.0,38.0,Não,
10539869,4,3,Fornecimento e distribuição de leite e produtos lácteos aos alunos que frequentam os estabelecimentos de ensino publico do pré-escolar e 1º ciclo do ensino básico do município de santo tirso,43,4591,2024-02-05,2024-01-19,333230.94,20,987,143.0,48.0,Não,
10539887,3,2,Aquisição de Alimento Composto para Cavalos em Trabalho_CAFEE,751,4596,2024-02-05,2024-01-09,19890.0,46,366,248.0,51.0,Não,
10539896,1,4,Aquisição de serviço de viagens e alojamento – Plataforma SIAV,1330,4601,2024-02-05,2024-01-26,291.18,227,366,23.0,72.0,Não,60.0
10539918,3,4,Aquisição de LEVOfloxacina 5 mg/ml Sol inj Fr 100 ml IV,59,4604,2024-02-05,2024-01-15,594.0,20,5,31.0,73.0,Não,10.0
10539923,1,4,Aquisição de serviço de viagens e alojamento – Plataforma SIAV,1060,4608,2024-02-05,2024-01-29,201.46,208,366,23.0,77.0,Não,60.0
10539942,3,3,A1/3123/2023 - Medicamentos Diversos,21,4614,2024-02-05,2024-01-31,49033.44,216,366,10.0,78.0,Não,
10539944,1,2,Espetáculo de teatro Palco Principal - Coprodução Teatro Diogo Bernardes,35,4621,2024-02-05,2024-02-02,6000.0,75,1,223.0,88.0,Não,
10539950,3,3,"Fornecimento de Camas Hospitalares Elétricas para a ULSM, E.P.E.",530,4624,2024-02-05,2024-02-05,72500.0,1149,330,49.0,89.0,Não,
10539955,3,3,A1/3123/2023 - Medicamentos Diversos,59,4628,2024-02-05,2024-01-23,2425.0,1616,366,10.0,1.0,Não,
10539956,1,4,Aquisição de serviço de viagens e alojamento – Plataforma SIAV,21,4631,2024-02-05,2024-01-29,287.02,1739,366,23.0,2.0,Não,60.0
10539961,3,4,Aquisição de Lacosamida 50 mg Comp,35,4638,2024-02-05,2024-01-09,275.52,224,5,31.0,5.0,Não,15.0
10539964,1,1,Aquisição de Serviços - Remodelação e ampliação da rede elétrica de baixa tensão e execução de ramais de alimentação de baixa tensão no concelho de Macedo de Cavaleiros,530,4655,2024-02-05,2024-02-02,36514.03,1588,120,179.0,8.0,Não,
10539978,3,3,A1/3123/2023 - Medicamentos Diversos,155,4660,2024-02-05,2024-01-23,1425.0,237,366,10.0,9.0,Não,
10539982,3,1,CP5_Papelaria,54,4673,2024-02-05,2024-01-29,11081.02,264,234,11.0,10.0,Não,
10540005,1,4,Aquisição de serviço de viagens e alojamento – Plataforma SIAV,334,4674,2024-02-05,2024-01-30,408.24,1908,366,23.0,11.0,Não,60.0
10540025,1,3,"PAQ.240/2023-EDOC/2023/126178- Aquisição de projeto para a ELHV- Freguesia de Santos Evos - Rua do Eirado, n.º 1 - Corvos-à-Nogueira",38,4681,2024-02-05,2024-02-02,6200.0,35,90,15.0,16.0,Não,
10540035,3,4,HORMONAS PROGESTAGÉNIOS - MEGESTROL - 1º SEMESTRE,1077,4683,2024-02-05,2024-02-05,16766.1,20,151,138.0,22.0,Não,
10540039,1,2,"Aquisição de Serviços, na modalidade de Avença, para Enfermagem",1010,4684,2024-02-05,2024-01-03,4800.0,45,366,79.0,28.0,Não,
10540053,1,4,TJT861/2024 - Viagem Bruxelas - Elisabete Silva,878,4705,2024-02-05,2024-01-24,858.03,920,3,,29.0,Não,60.0
10540064,1,4,AQS/CP/076/23_AQ Prestação de serviços de segurança humana e vigilância eletrónica do CFPSA na Pontinha para o ano de 2024,67,4706,2024-02-05,2024-01-31,91593.26,366,335,81.0,32.0,Não,45.0
10540070,1,10,Aquisição de serviços de um Coach de alemão - Bárbara Tengarrinha,138,4707,2024-02-05,2024-01-19,1219.51,102,29,23.0,34.0,Não,
10540071,3,4,Aquisição de Paracetamol 10 mg/ml Sol inj Fr 100 ml IV,225,4717,2024-02-05,2024-01-22,2079.0,405,5,31.0,40.0,Não,16.0
10540088,1,2,Edição do suplemento + Educação 2024,548,4731,2024-02-05,2024-01-29,14400.0,20,335,243.0,42.0,Não,
10540098,3,5,"PROC-SD-48/2021 - Ajuste Direto ao Abrigo de Acordo Quadro para a Aquisição de Material Mecânico, Eletromecânico, Instrumentação e outros - LOTE IV",176,4737,2024-02-05,2024-01-31,1477.94,20,42,21.0,47.0,Não,150.0
10540101,3,1,P2/3332/2023 MATERIAL PARA TERAPIA PRESSÃO NEGATIVA,225,4747,2024-02-05,2024-01-03,21805.96,885,731,10.0,49.0,Não,
10540114,1,1,"Aquisição de Serviços, na modalidade de Avença para apoio Técnico Especializado na Área do Ambiente",548,4750,2024-02-05,2024-01-03,12000.0,816,366,79.0,53.0,Não,
10540121,3,4,Aquisição de Tocilizumab 20 mg/ml Sol inj Fr 10 ml IV (Roactemra/ROCHE),225,4753,2024-02-05,2024-01-22,4901.76,1296,5,31.0,54.0,Não,106.0
10540126,1,2,2024-ADRG-AQS- 32-Aquisição de serviços para a Academia Sénior  Arroios (projeto envelhecimento ativo e saudável – Aulas de Canto Coral   ),548,4759,2024-02-05,2024-01-31,2097.29,1386,335,23.0,56.0,Não,
10540136,3,4,Aquisição de estantes e candeeiros ao abrigo do AQ-MOB,1107,4760,2024-02-05,2024-01-24,13527.54,1744,60,23.0,61.0,Não,120.0
10540142,1,4,QHY231/2024 - Viagem Bruxelas - Maria João,225,4762,2024-02-05,2024-01-24,997.53,132,4,,70.0,Não,60.0
10540159,1,3,"Aquisição de serviços para Escrita, Produção e Distribuição de Documentário - Pão Doce de Santa Maria da Feira",548,4765,2024-02-05,2024-02-02,28800.0,646,425,38.0,74.0,Não,
10540178,3,1,Bufete - 2024,687,4767,2024-02-05,2024-01-29,15885.0,1595,338,9.0,80.0,Não,
10540185,3,1,Fornecimento contínuo de bens alimentares para os refeitórios escolares de 1 de janeiro a 31 de agosto de 2024 ,1736,4770,2024-02-05,2024-01-23,49318.5,20,243,215.0,91.0,Não,
10540205,1,4,HRK940/2024 - Viagem Bruxelas - Diana Carlos (Reunião coordenação europeia Plataforma China-Europa para a Água (CEWP) e Seminário Sponge Cities CEWP),77,4771,2024-02-05,2024-01-16,1211.82,224,3,,,Não,60.0
10540207,2,1," RUA DO PINHEIRO- 
PAÇO",1176,4779,2024-02-05,2024-01-15,50510.0,1588,180,379.0,4.0,Não,
10540232,3,2,DM CLINICO - IRRIGADOR PLASTICO ESTERIL IRRECUPERAVEL,976,4784,2024-02-05,2024-02-05,3750.0,1909,90,15.0,6.0,Não,
10540258,1,2,J0/3910/2023 - REVISÃO 50.000 KM DA VIATURA RENAULT KANGOO AA-91-JR,687,4786,2024-02-05,2024-01-05,1005.51,980,90,10.0,7.0,Não,
10540274,3,3,Concurso Público n.º 5023017725/CFMTFA,1736,4787,2024-02-05,2024-01-29,99195.0,20,121,116.0,15.0,Não,
10540282,3,4,Aquisição de Piperacilina 4000 mg + Tazobactam 500 mg Pó sol inj Fr IV,752,4791,2024-02-05,2024-01-22,4960.0,167,5,31.0,31.0,Não,10.0
10540291,2,1,Abertura e fecho de valas para substituição de condutas de água na freguesia do Castelo,182,4802,2024-02-05,2024-01-23,34885.0,401,45,97.0,33.0,Não,
10540298,3,2,Aquisição de capas em tecido para revestimento de barreiras de proteção.,1072,4808,2024-02-05,2024-02-05,3800.0,92,15,196.0,35.0,Não,
10540330,1,2,Aquisição de Serviços de Motorista de Pesado,687,4810,2024-02-05,2024-02-01,11400.0,980,365,229.0,37.0,Não,
10540332,3,2,Aquisição de Stent´s e Outro MCC,1736,4811,2024-02-05,2024-02-01,19500.0,20,20,26.0,38.0,Não,
10540337,1,1,Prestação de serviços de Manutenção Corretiva e Preventiva e Assistência Técnica às Instalações e Equipamentos da Piscina da JFAN,321,4813,2024-02-05,2024-01-23,74970.0,1635,1096,23.0,48.0,Não,
10540339,3,3,"Aquisição de Fardamento e Equipamentos de proteção Individual, em regime de fornecimento contínuo, repartidos pelos seguintes lotes: 
 LOTE 1 - Fardamento
 LOTE 2 – Equipamentos de Proteção Individual",909,4814,2024-02-05,2024-02-02,90000.0,20,366,115.0,51.0,Não,
10540357,1,2,"Parque Logístico Municipal / Prestação de Serviços / Condução e Operação do Trator Limpa-bermas, máquinas de movimentação de solos e veículos pesados",676,4818,2024-02-05,2024-01-25,12000.0,125,366,152.0,72.0,Não,
10540362,1,2,Aquisição de serviços de apresentação de espetáculo.,321,4822,2024-02-05,2024-01-09,6786.67,375,5,9.0,73.0,Não,
10540380,3,5,Aquisição de Etanercept 25 mg/0.5 ml Sol inj Ser 0.5 ml SC,492,4823,2024-02-05,2024-01-22,1323.48,1163,5,31.0,77.0,Não,14.0
10540392,3,1,Aquisição Produtos de Pastelaria,77,4827,2024-02-05,2024-01-15,19250.0,546,363,68.0,78.0,Não,
10540397,1,2,Aquisição de serviços de apresentação de espetáculo.,1176,4833,2024-02-05,2024-02-01,28040.0,561,4,9.0,88.0,Não,
10540402,1,1,Projeto Educativo Encontros com a Educação: Todos pelo Sucesso - Ano 2024,339,4835,2024-02-05,2024-02-02,45375.0,19,336,187.0,89.0,Não,
10540409,3,1,"Aquisição de Diverso Material de Fisioterapia e Material de Ginásio para a  ULSNA, EPE. - Ano 2024",570,4837,2024-02-05,2024-02-01,1074.86,669,366,64.0,4.0,Não,
10540420,1,2,Prestação de Serviços de Assessoria Jurídica,135,4839,2024-02-05,2024-02-01,51744.0,226,366,23.0,6.0,Não,
10540429,1,3,Projeto de execução da recuperação de canais no âmbito do Plano de Recuperação e Resiliência (PRR),184,4840,2024-02-05,2024-02-05,399499.96,584,210,578.0,7.0,Não,
10540448,3,4,Aquisição de Valsartan 80 mg Comp,936,4842,2024-02-05,2024-01-22,156.8,1760,5,31.0,15.0,Não,11.0
10540454,3,5,"Aquisição de reservatórios e bacias de retenção para a Águas do Norte, S.A",938,4844,2024-02-05,2024-02-02,1840.0,226,30,,31.0,Não,104.0
10540485,3,4,Aquisição de Etoposido 20 mg/ml Sol inj Fr 5 ml IV,587,4845,2024-02-05,2024-01-22,600.0,584,5,31.0,33.0,Não,106.0
10540491,1,2,Aquisição de títulos de transporte para os alunos do Agrupamento Escolar de Gavião e Escolas Secundárias de Abrantes,491,4852,2024-02-05,2024-01-31,44050.0,1760,213,320.0,35.0,Não,
10540492,1,1,"Aquisição de Seguros até ao limite do capital obrigatório definido por Lei para a Frota Automóvel do Centro Hospitalar Universitário de Lisboa Central, EPE, para o ano de 2024",162,4856,2024-02-05,2024-01-01,26700.0,1084,366,23.0,37.0,Não,
10540519,3,2,AD04.2024 Aquisição de peças Projeto navegante empresas,1631,4857,2024-02-05,2024-02-05,19999.99,1425,731,23.0,38.0,Não,
10540520,3,1,"Aquisição de Snacks e Frutos secos e similares para os Bufetes da Ação
Social Escolar (ASE) para o ano 2024",54,4858,2024-02-05,2024-01-30,1873.1,28,320,146.0,48.0,Não,
10540607,1,2,"P01/2024 - Aquisição de serviços de aluguer, montagem e desmontagem de tenda no Mercado de Fátima ",84,4860,2024-02-05,2024-01-31,9750.0,267,90,197.0,51.0,Não,
10540611,3,1,Aquisição de MEROCEL DO OUVIDO REF. Q605201 CDM: 17419832,1399,4862,2024-02-05,2024-01-22,136.0,226,5,31.0,72.0,Não,
10540646,3,2,Acessórios,791,4863,2024-02-05,2024-01-30,17791.5,584,365,23.0,73.0,Não,
10540653,1,2,Aquisição dos Serviços de Limpeza para o mês de janeiro para a Escola Secundária Jorge Peixinho-Montijo,78,4866,2024-02-05,2024-02-02,1492.78,1760,30,55.0,77.0,Não,
10540659,3,3,120001/2024 Aquisição de fios de sutura cirúrgica para o ano 2024,321,4867,2024-02-05,2024-02-05,396.0,226,366,46.0,78.0,Não,
10540663,3,2,DM CLINICO - MINICALÇA COR AZUL DESCARTAVEL,55,4886,2024-02-05,2024-02-05,800.0,584,90,15.0,88.0,Não,
10540670,1,3,"Prestação de Serviços de higiene e limpeza para as instalações do Instituto Superior Técnico, designadamente, Pavilhões de Mecânica I, II, III e IV e Ação Social; Torre Norte e Pavilhão de Eletricidad",585,4888,2024-02-05,2024-01-24,489887.33,1760,1096,23.0,89.0,Não,
10540671,1,1,Aquisição de Serviços Aprender com Música – Processo n.º 67/CPR/JFA/2023,135,4889,2024-02-05,2024-01-22,53830.0,536,182,23.0,4.0,Não,
10540719,1,2,"DRH 2024.0012 - Prestação de serviços, em regime de avença - Aquisição de Serviços de medicina para realização de consultas de psicologia, desenvolvimento e treino mental de atletas no Departamento de",763,4891,2024-02-05,2024-01-19,7200.0,1107,347,23.0,6.0,Não,
10540724,3,3,PN/22/2024: Sacos de Tratamento,313,4899,2024-02-05,2024-01-16,27801.8,2074,731,23.0,7.0,Não,
10540730,3,3,PN/22/2024: Sacos de Tratamento,321,4901,2024-02-05,2024-01-09,8380.4,268,731,23.0,15.0,Não,
10540734,3,3,PN/22/2024: Sacos de Tratamento,67,4903,2024-02-05,2024-01-09,3193.25,2192,731,23.0,31.0,Não,
10540752,3,1,AQUISIÇÃO DE BENS ALIMENTARES PARA O BUFETE,791,4917,2024-02-05,2024-01-26,2636.5,90,366,26.0,33.0,Não,
10540769,3,2,Aquisição de bancadas de laboratório para o CSTLS,84,4919,2024-02-05,2024-02-05,14798.38,842,15,23.0,35.0,Não,
10540773,1,2,Apoio operacional no Centro de Saúde de Montemor-o-Novo,1399,4921,2024-02-05,2024-02-05,9374.16,446,243,104.0,37.0,Não,
10540797,4,1,Fornecimento e montagem de projetores para a iluminação das muralhas do Castelo de Silves,378,4925,2024-02-05,2024-02-02,74500.0,396,60,90.0,38.0,Não,
